Mag_AB	SNR	zodi	Filt	time
  22.70   50.0  2.0  F184        557
  22.70   50.0  2.0  F146        128
  22.70   50.0  2.0  F213       3913
  22.70   50.0  3.0  F062        238
  22.70   50.0  3.0  F087        384
  22.70   50.0  3.0  F106        374
  22.70   50.0  3.0  F129        374
  22.70   50.0  3.0  F158        365
  22.70   50.0  3.0  F184        648
  22.70   50.0  3.0  F146        146
  22.70   50.0  3.0  F213       4013
  22.80    5.0  1.4  F062         19
  22.80    5.0  1.4  F087         28
  22.80    5.0  1.4  F106         28
  22.80    5.0  1.4  F129         28
  22.80    5.0  1.4  F158         28
  22.80    5.0  1.4  F184         37
  22.80    5.0  1.4  F146         10
  22.80    5.0  1.4  F213         64
  22.80    5.0  2.0  F062         19
  22.80    5.0  2.0  F087         28
  22.80    5.0  2.0  F106         28
  22.80    5.0  2.0  F129         28
  22.80    5.0  2.0  F158         28
  22.80    5.0  2.0  F184         37
  22.80    5.0  2.0  F146         10
  22.80    5.0  2.0  F213         64
  22.80    5.0  3.0  F062         19
  22.80    5.0  3.0  F087         28
  22.80    5.0  3.0  F106         28
  22.80    5.0  3.0  F129         28
  22.80    5.0  3.0  F158         28
  22.80    5.0  3.0  F184         37
  22.80    5.0  3.0  F146         10
  22.80    5.0  3.0  F213         64
  22.80   10.0  1.4  F062         37
  22.80   10.0  1.4  F087         46
  22.80   10.0  1.4  F106         46
  22.80   10.0  1.4  F129         46
  22.80   10.0  1.4  F158         46
  22.80   10.0  1.4  F184         64
  22.80   10.0  1.4  F146         19
  22.80   10.0  1.4  F213        192
  22.80   10.0  2.0  F062         37
  22.80   10.0  2.0  F087         46
  22.80   10.0  2.0  F106         46
  22.80   10.0  2.0  F129         46
  22.80   10.0  2.0  F158         46
  22.80   10.0  2.0  F184         73
  22.80   10.0  2.0  F146         19
  22.80   10.0  2.0  F213        192
  22.80   10.0  3.0  F062         37
  22.80   10.0  3.0  F087         46
  22.80   10.0  3.0  F106         46
  22.80   10.0  3.0  F129         46
  22.80   10.0  3.0  F158         46
  22.80   10.0  3.0  F184         73
  22.80   10.0  3.0  F146         19
  22.80   10.0  3.0  F213        201
  22.80   15.0  1.4  F062         55
  22.80   15.0  1.4  F087         64
  22.80   15.0  1.4  F106         64
  22.80   15.0  1.4  F129         64
  22.80   15.0  1.4  F158         64
  22.80   15.0  1.4  F184        101
  22.80   15.0  1.4  F146         28
  22.80   15.0  1.4  F213        420
  22.80   15.0  2.0  F062         55
  22.80   15.0  2.0  F087         73
  22.80   15.0  2.0  F106         73
  22.80   15.0  2.0  F129         73
  22.80   15.0  2.0  F158         73
  22.80   15.0  2.0  F184        101
  22.80   15.0  2.0  F146         28
  22.80   15.0  2.0  F213        429
  22.80   15.0  3.0  F062         55
  22.80   15.0  3.0  F087         73
  22.80   15.0  3.0  F106         73
  22.80   15.0  3.0  F129         73
  22.80   15.0  3.0  F158         73
  22.80   15.0  3.0  F184        110
  22.80   15.0  3.0  F146         28
  22.80   15.0  3.0  F213        438
  22.80   20.0  1.4  F062         64
  22.80   20.0  1.4  F087         92
  22.80   20.0  1.4  F106         92
  22.80   20.0  1.4  F129         92
  22.80   20.0  1.4  F158         92
  22.80   20.0  1.4  F184        137
  22.80   20.0  1.4  F146         37
  22.80   20.0  1.4  F213        739
  22.80   20.0  2.0  F062         73
  22.80   20.0  2.0  F087         92
  22.80   20.0  2.0  F106         92
  22.80   20.0  2.0  F129         92
  22.80   20.0  2.0  F158         92
  22.80   20.0  2.0  F184        146
  22.80   20.0  2.0  F146         37
  22.80   20.0  2.0  F213        748
  22.80   20.0  3.0  F062         73
  22.80   20.0  3.0  F087        101
  22.80   20.0  3.0  F106        101
  22.80   20.0  3.0  F129        101
  22.80   20.0  3.0  F158        101
  22.80   20.0  3.0  F184        165
  22.80   20.0  3.0  F146         46
  22.80   20.0  3.0  F213        767
  22.80   50.0  1.4  F062        210
  22.80   50.0  1.4  F087        311
  22.80   50.0  1.4  F106        301
  22.80   50.0  1.4  F129        301
  22.80   50.0  1.4  F158        301
  22.80   50.0  1.4  F184        575
  22.80   50.0  1.4  F146        128
  22.80   50.0  1.4  F213       4615
  22.80   50.0  2.0  F062        228
  22.80   50.0  2.0  F087        356
  22.80   50.0  2.0  F106        356
  22.80   50.0  2.0  F129        347
  22.80   50.0  2.0  F158        347
  22.80   50.0  2.0  F184        648
  22.80   50.0  2.0  F146        146
  22.80   50.0  2.0  F213       4688
  22.80   50.0  3.0  F062        274
  22.80   50.0  3.0  F087        438
  22.80   50.0  3.0  F106        438
  22.80   50.0  3.0  F129        438
  22.80   50.0  3.0  F158        429
  22.80   50.0  3.0  F184        757
  22.80   50.0  3.0  F146        174
  22.80   50.0  3.0  F213       4807
  22.90    5.0  1.4  F062         19
  22.90    5.0  1.4  F087         28
  22.90    5.0  1.4  F106         28
  22.90    5.0  1.4  F129         28
  22.90    5.0  1.4  F158         28
  22.90    5.0  1.4  F184         37
  22.90    5.0  1.4  F146         10
  22.90    5.0  1.4  F213         73
  22.90    5.0  2.0  F062         19
  22.90    5.0  2.0  F087         28
  22.90    5.0  2.0  F106         28
  22.90    5.0  2.0  F129         28
  22.90    5.0  2.0  F158         28
  22.90    5.0  2.0  F184         37
  22.90    5.0  2.0  F146         10
  22.90    5.0  2.0  F213         73
  22.90    5.0  3.0  F062         19
  22.90    5.0  3.0  F087         28
  22.90    5.0  3.0  F106         28
  22.90    5.0  3.0  F129         28
  22.90    5.0  3.0  F158         28
  22.90    5.0  3.0  F184         37
  22.90    5.0  3.0  F146         10
  22.90    5.0  3.0  F213         73
  22.90   10.0  1.4  F062         37
  22.90   10.0  1.4  F087         55
  22.90   10.0  1.4  F106         46
  22.90   10.0  1.4  F129         46
  22.90   10.0  1.4  F158         46
  22.90   10.0  1.4  F184         73
  22.90   10.0  1.4  F146         19
  22.90   10.0  1.4  F213        228
  22.90   10.0  2.0  F062         37
  22.90   10.0  2.0  F087         55
  22.90   10.0  2.0  F106         55
  22.90   10.0  2.0  F129         55
  22.90   10.0  2.0  F158         55
  22.90   10.0  2.0  F184         73
  22.90   10.0  2.0  F146         19
  22.90   10.0  2.0  F213        228
  22.90   10.0  3.0  F062         37
  22.90   10.0  3.0  F087         55
  22.90   10.0  3.0  F106         55
  22.90   10.0  3.0  F129         55
  22.90   10.0  3.0  F158         55
  22.90   10.0  3.0  F184         83
  22.90   10.0  3.0  F146         19
  22.90   10.0  3.0  F213        238
  22.90   15.0  1.4  F062         55
  22.90   15.0  1.4  F087         73
  22.90   15.0  1.4  F106         73
  22.90   15.0  1.4  F129         73
  22.90   15.0  1.4  F158         73
  22.90   15.0  1.4  F184        110
  22.90   15.0  1.4  F146         28
  22.90   15.0  1.4  F213        502
  22.90   15.0  2.0  F062         55
  22.90   15.0  2.0  F087         73
  22.90   15.0  2.0  F106         73
  22.90   15.0  2.0  F129         73
  22.90   15.0  2.0  F158         73
  22.90   15.0  2.0  F184        119
  22.90   15.0  2.0  F146         37
  22.90   15.0  2.0  F213        511
  22.90   15.0  3.0  F062         64
  22.90   15.0  3.0  F087         83
  22.90   15.0  3.0  F106         83
  22.90   15.0  3.0  F129         83
  22.90   15.0  3.0  F158         83
  22.90   15.0  3.0  F184        119
  22.90   15.0  3.0  F146         37
  22.90   15.0  3.0  F213        520
  22.90   20.0  1.4  F062         73
  22.90   20.0  1.4  F087        101
  22.90   20.0  1.4  F106        101
  22.90   20.0  1.4  F129        101
  22.90   20.0  1.4  F158        101
  22.90   20.0  1.4  F184        156
  22.90   20.0  1.4  F146         46
  22.90   20.0  1.4  F213        885
  22.90   20.0  2.0  F062         73
  22.90   20.0  2.0  F087        110
  22.90   20.0  2.0  F106        101
  22.90   20.0  2.0  F129        101
  22.90   20.0  2.0  F158        101
  22.90   20.0  2.0  F184        165
  22.90   20.0  2.0  F146         46
  22.90   20.0  2.0  F213        903
  22.90   20.0  3.0  F062         83
  22.90   20.0  3.0  F087        119
  22.90   20.0  3.0  F106        110
  22.90   20.0  3.0  F129        119
  22.90   20.0  3.0  F158        110
  22.90   20.0  3.0  F184        183
  22.90   20.0  3.0  F146         46
  22.90   20.0  3.0  F213        922
  22.90   50.0  1.4  F062        238
  22.90   50.0  1.4  F087        356
  22.90   50.0  1.4  F106        347
  22.90   50.0  1.4  F129        347
  22.90   50.0  1.4  F158        347
  22.90   50.0  1.4  F184        666
  22.90   50.0  1.4  F146        146
  22.90   50.0  1.4  F213       5536
  22.90   50.0  2.0  F062        265
  22.90   50.0  2.0  F087        411
  22.90   50.0  2.0  F106        411
  22.90   50.0  2.0  F129        402
  22.90   50.0  2.0  F158        402
  22.90   50.0  2.0  F184        748
  22.90   50.0  2.0  F146        165
  22.90   50.0  2.0  F213       5618
  22.90   50.0  3.0  F062        311
  22.90   50.0  3.0  F087        511
  22.90   50.0  3.0  F106        511
  22.90   50.0  3.0  F129        511
  22.90   50.0  3.0  F158        493
  22.90   50.0  3.0  F184        894
  22.90   50.0  3.0  F146        201
  22.90   50.0  3.0  F213       5764
  23.00    5.0  1.4  F062         28
  23.00    5.0  1.4  F087         28
  23.00    5.0  1.4  F106         28
  23.00    5.0  1.4  F129         28
  23.00    5.0  1.4  F158         28
  23.00    5.0  1.4  F184         46
  23.00    5.0  1.4  F146         10
  23.00    5.0  1.4  F213         83
  23.00    5.0  2.0  F062         28
  23.00    5.0  2.0  F087         28
  23.00    5.0  2.0  F106         28
  23.00    5.0  2.0  F129         28
  23.00    5.0  2.0  F158         28
  23.00    5.0  2.0  F184         46
  23.00    5.0  2.0  F146         10
  23.00    5.0  2.0  F213         83
  23.00    5.0  3.0  F062         28
  23.00    5.0  3.0  F087         28
  23.00    5.0  3.0  F106         28
  23.00    5.0  3.0  F129         28
  23.00    5.0  3.0  F158         28
  23.00    5.0  3.0  F184         46
  23.00    5.0  3.0  F146         10
  23.00    5.0  3.0  F213         83
  23.00   10.0  1.4  F062         46
  23.00   10.0  1.4  F087         55
  23.00   10.0  1.4  F106         55
  23.00   10.0  1.4  F129         55
  23.00   10.0  1.4  F158         55
  23.00   10.0  1.4  F184         83
  23.00   10.0  1.4  F146         28
  23.00   10.0  1.4  F213        274
  23.00   10.0  2.0  F062         46
  23.00   10.0  2.0  F087         55
  23.00   10.0  2.0  F106         55
  23.00   10.0  2.0  F129         55
  23.00   10.0  2.0  F158         55
  23.00   10.0  2.0  F184         83
  23.00   10.0  2.0  F146         28
  23.00   10.0  2.0  F213        274
  23.00   10.0  3.0  F062         46
  23.00   10.0  3.0  F087         55
  23.00   10.0  3.0  F106         55
  23.00   10.0  3.0  F129         55
  23.00   10.0  3.0  F158         55
  23.00   10.0  3.0  F184         83
  23.00   10.0  3.0  F146         28
  23.00   10.0  3.0  F213        283
  23.00   15.0  1.4  F062         64
  23.00   15.0  1.4  F087         83
  23.00   15.0  1.4  F106         83
  23.00   15.0  1.4  F129         83
  23.00   15.0  1.4  F158         83
  23.00   15.0  1.4  F184        119
  23.00   15.0  1.4  F146         37
  23.00   15.0  1.4  F213        602
  23.00   15.0  2.0  F062         64
  23.00   15.0  2.0  F087         83
  23.00   15.0  2.0  F106         83
  23.00   15.0  2.0  F129         83
  23.00   15.0  2.0  F158         83
  23.00   15.0  2.0  F184        128
  23.00   15.0  2.0  F146         37
  23.00   15.0  2.0  F213        612
  23.00   15.0  3.0  F062         64
  23.00   15.0  3.0  F087         92
  23.00   15.0  3.0  F106         92
  23.00   15.0  3.0  F129         92
  23.00   15.0  3.0  F158         92
  23.00   15.0  3.0  F184        137
  23.00   15.0  3.0  F146         37
  23.00   15.0  3.0  F213        621
  23.00   20.0  1.4  F062         83
  23.00   20.0  1.4  F087        110
  23.00   20.0  1.4  F106        110
  23.00   20.0  1.4  F129        110
  23.00   20.0  1.4  F158        110
  23.00   20.0  1.4  F184        174
  23.00   20.0  1.4  F146         46
  23.00   20.0  1.4  F213       1068
  23.00   20.0  2.0  F062         83
  23.00   20.0  2.0  F087        119
  23.00   20.0  2.0  F106        119
  23.00   20.0  2.0  F129        119
  23.00   20.0  2.0  F158        110
  23.00   20.0  2.0  F184        183
  23.00   20.0  2.0  F146         46
  23.00   20.0  2.0  F213       1077
  23.00   20.0  3.0  F062         92
  23.00   20.0  3.0  F087        128
  23.00   20.0  3.0  F106        128
  23.00   20.0  3.0  F129        128
  23.00   20.0  3.0  F158        128
  23.00   20.0  3.0  F184        201
  23.00   20.0  3.0  F146         55
  23.00   20.0  3.0  F213       1104
  23.00   50.0  1.4  F062        265
  23.00   50.0  1.4  F087        402
  23.00   50.0  1.4  F106        402
  23.00   50.0  1.4  F129        393
  23.00   50.0  1.4  F158        393
  23.00   50.0  1.4  F184        776
  23.00   50.0  1.4  F146        174
  23.00   50.0  1.4  F213       6640
  23.00   50.0  2.0  F062        301
  23.00   50.0  2.0  F087        475
  23.00   50.0  2.0  F106        475
  23.00   50.0  2.0  F129        466
  23.00   50.0  2.0  F158        466
  23.00   50.0  2.0  F184        876
  23.00   50.0  2.0  F146        192
  23.00   50.0  2.0  F213       6740
  23.00   50.0  3.0  F062        365
  23.00   50.0  3.0  F087        602
  23.00   50.0  3.0  F106        593
  23.00   50.0  3.0  F129        593
  23.00   50.0  3.0  F158        584
  23.00   50.0  3.0  F184       1049
  23.00   50.0  3.0  F146        228
  23.00   50.0  3.0  F213       6913
  23.10    5.0  1.4  F062         28
  23.10    5.0  1.4  F087         37
  23.10    5.0  1.4  F106         37
  23.10    5.0  1.4  F129         37
  23.10    5.0  1.4  F158         37
  23.10    5.0  1.4  F184         46
  23.10    5.0  1.4  F146         19
  23.10    5.0  1.4  F213         92
  23.10    5.0  2.0  F062         28
  23.10    5.0  2.0  F087         37
  23.10    5.0  2.0  F106         37
  23.10    5.0  2.0  F129         37
  23.10    5.0  2.0  F158         37
  23.10    5.0  2.0  F184         46
  23.10    5.0  2.0  F146         19
  23.10    5.0  2.0  F213         92
  23.10    5.0  3.0  F062         28
  23.10    5.0  3.0  F087         37
  23.10    5.0  3.0  F106         37
  23.10    5.0  3.0  F129         37
  23.10    5.0  3.0  F158         37
  23.10    5.0  3.0  F184         46
  23.10    5.0  3.0  F146         19
  23.10    5.0  3.0  F213         92
  23.10   10.0  1.4  F062         46
  23.10   10.0  1.4  F087         64
  23.10   10.0  1.4  F106         55
  23.10   10.0  1.4  F129         55
  23.10   10.0  1.4  F158         55
  23.10   10.0  1.4  F184         92
  23.10   10.0  1.4  F146         28
  23.10   10.0  1.4  F213        320
  23.10   10.0  2.0  F062         46
  23.10   10.0  2.0  F087         64
  23.10   10.0  2.0  F106         64
  23.10   10.0  2.0  F129         64
  23.10   10.0  2.0  F158         64
  23.10   10.0  2.0  F184         92
  23.10   10.0  2.0  F146         28
  23.10   10.0  2.0  F213        329
  23.10   10.0  3.0  F062         46
  23.10   10.0  3.0  F087         64
  23.10   10.0  3.0  F106         64
  23.10   10.0  3.0  F129         64
  23.10   10.0  3.0  F158         64
  23.10   10.0  3.0  F184         92
  23.10   10.0  3.0  F146         28
  23.10   10.0  3.0  F213        338
  23.10   15.0  1.4  F062         64
  23.10   15.0  1.4  F087         92
  23.10   15.0  1.4  F106         83
  23.10   15.0  1.4  F129         83
  23.10   15.0  1.4  F158         83
  23.10   15.0  1.4  F184        137
  23.10   15.0  1.4  F146         37
  23.10   15.0  1.4  F213        721
  23.10   15.0  2.0  F062         64
  23.10   15.0  2.0  F087         92
  23.10   15.0  2.0  F106         92
  23.10   15.0  2.0  F129         92
  23.10   15.0  2.0  F158         92
  23.10   15.0  2.0  F184        146
  23.10   15.0  2.0  F146         37
  23.10   15.0  2.0  F213        730
  23.10   15.0  3.0  F062         73
  23.10   15.0  3.0  F087        101
  23.10   15.0  3.0  F106        101
  23.10   15.0  3.0  F129        101
  23.10   15.0  3.0  F158        101
  23.10   15.0  3.0  F184        156
  23.10   15.0  3.0  F146         37
  23.10   15.0  3.0  F213        748
  23.10   20.0  1.4  F062         92
  23.10   20.0  1.4  F087        119
  23.10   20.0  1.4  F106        119
  23.10   20.0  1.4  F129        119
  23.10   20.0  1.4  F158        119
  23.10   20.0  1.4  F184        192
  23.10   20.0  1.4  F146         55
  23.10   20.0  1.4  F213       1277
  23.10   20.0  2.0  F062         92
  23.10   20.0  2.0  F087        128
  23.10   20.0  2.0  F106        128
  23.10   20.0  2.0  F129        128
  23.10   20.0  2.0  F158        128
  23.10   20.0  2.0  F184        210
  23.10   20.0  2.0  F146         55
  23.10   20.0  2.0  F213       1296
  23.10   20.0  3.0  F062        101
  23.10   20.0  3.0  F087        146
  23.10   20.0  3.0  F106        146
  23.10   20.0  3.0  F129        146
  23.10   20.0  3.0  F158        146
  23.10   20.0  3.0  F184        238
  23.10   20.0  3.0  F146         55
  23.10   20.0  3.0  F213       1332
  23.10   50.0  1.4  F062        301
  23.10   50.0  1.4  F087        466
  23.10   50.0  1.4  F106        456
  23.10   50.0  1.4  F129        456
  23.10   50.0  1.4  F158        456
  23.10   50.0  1.4  F184        903
  23.10   50.0  1.4  F146        192
  23.10   50.0  1.4  F213       7962
  23.10   50.0  2.0  F062        338
  23.10   50.0  2.0  F087        548
  23.10   50.0  2.0  F106        548
  23.10   50.0  2.0  F129        539
  23.10   50.0  2.0  F158        539
  23.10   50.0  2.0  F184       1031
  23.10   50.0  2.0  F146        228
  23.10   50.0  2.0  F213       8081
  23.10   50.0  3.0  F062        420
  23.10   50.0  3.0  F087        703
  23.10   50.0  3.0  F106        703
  23.10   50.0  3.0  F129        694
  23.10   50.0  3.0  F158        675
  23.10   50.0  3.0  F184       1232
  23.10   50.0  3.0  F146        274
  23.10   50.0  3.0  F213       8291
  23.20    5.0  1.4  F062         28
  23.20    5.0  1.4  F087         37
  23.20    5.0  1.4  F106         37
  23.20    5.0  1.4  F129         37
  23.20    5.0  1.4  F158         37
  23.20    5.0  1.4  F184         55
  23.20    5.0  1.4  F146         19
  23.20    5.0  1.4  F213        110
  23.20    5.0  2.0  F062         28
  23.20    5.0  2.0  F087         37
  23.20    5.0  2.0  F106         37
  23.20    5.0  2.0  F129         37
  23.20    5.0  2.0  F158         37
  23.20    5.0  2.0  F184         55
  23.20    5.0  2.0  F146         19
  23.20    5.0  2.0  F213        110
  23.20    5.0  3.0  F062         28
  23.20    5.0  3.0  F087         37
  23.20    5.0  3.0  F106         37
  23.20    5.0  3.0  F129         37
  23.20    5.0  3.0  F158         37
  23.20    5.0  3.0  F184         55
  23.20    5.0  3.0  F146         19
  23.20    5.0  3.0  F213        110
  23.20   10.0  1.4  F062         46
  23.20   10.0  1.4  F087         64
  23.20   10.0  1.4  F106         64
  23.20   10.0  1.4  F129         64
  23.20   10.0  1.4  F158         64
  23.20   10.0  1.4  F184         92
  23.20   10.0  1.4  F146         28
  23.20   10.0  1.4  F213        384
  23.20   10.0  2.0  F062         55
  23.20   10.0  2.0  F087         64
  23.20   10.0  2.0  F106         64
  23.20   10.0  2.0  F129         64
  23.20   10.0  2.0  F158         64
  23.20   10.0  2.0  F184        101
  23.20   10.0  2.0  F146         28
  23.20   10.0  2.0  F213        393
  23.20   10.0  3.0  F062         55
  23.20   10.0  3.0  F087         73
  23.20   10.0  3.0  F106         73
  23.20   10.0  3.0  F129         73
  23.20   10.0  3.0  F158         73
  23.20   10.0  3.0  F184        101
  23.20   10.0  3.0  F146         28
  23.20   10.0  3.0  F213        402
  23.20   15.0  1.4  F062         73
  23.20   15.0  1.4  F087        101
  23.20   15.0  1.4  F106         92
  23.20   15.0  1.4  F129         92
  23.20   15.0  1.4  F158         92
  23.20   15.0  1.4  F184        146
  23.20   15.0  1.4  F146         37
  23.20   15.0  1.4  F213        858
  23.20   15.0  2.0  F062         73
  23.20   15.0  2.0  F087        101
  23.20   15.0  2.0  F106        101
  23.20   15.0  2.0  F129        101
  23.20   15.0  2.0  F158        101
  23.20   15.0  2.0  F184        156
  23.20   15.0  2.0  F146         46
  23.20   15.0  2.0  F213        876
  23.20   15.0  3.0  F062         83
  23.20   15.0  3.0  F087        110
  23.20   15.0  3.0  F106        110
  23.20   15.0  3.0  F129        110
  23.20   15.0  3.0  F158        110
  23.20   15.0  3.0  F184        174
  23.20   15.0  3.0  F146         46
  23.20   15.0  3.0  F213        894
  23.20   20.0  1.4  F062        101
  23.20   20.0  1.4  F087        137
  23.20   20.0  1.4  F106        128
  23.20   20.0  1.4  F129        128
  23.20   20.0  1.4  F158        128
  23.20   20.0  1.4  F184        219
  23.20   20.0  1.4  F146         55
  23.20   20.0  1.4  F213       1533
  23.20   20.0  2.0  F062        101
  23.20   20.0  2.0  F087        146
  23.20   20.0  2.0  F106        137
  23.20   20.0  2.0  F129        146
  23.20   20.0  2.0  F158        137
  23.20   20.0  2.0  F184        238
  23.20   20.0  2.0  F146         64
  23.20   20.0  2.0  F213       1551
  23.20   20.0  3.0  F062        110
  23.20   20.0  3.0  F087        165
  23.20   20.0  3.0  F106        165
  23.20   20.0  3.0  F129        165
  23.20   20.0  3.0  F158        165
  23.20   20.0  3.0  F184        265
  23.20   20.0  3.0  F146         64
  23.20   20.0  3.0  F213       1596
  23.20   50.0  1.4  F062        338
  23.20   50.0  1.4  F087        539
  23.20   50.0  1.4  F106        529
  23.20   50.0  1.4  F129        520
  23.20   50.0  1.4  F158        529
  23.20   50.0  1.4  F184       1058
  23.20   50.0  1.4  F146        228
  23.20   50.0  1.4  F213       9549
  23.20   50.0  2.0  F062        393
  23.20   50.0  2.0  F087        639
  23.20   50.0  2.0  F106        639
  23.20   50.0  2.0  F129        630
  23.20   50.0  2.0  F158        630
  23.20   50.0  2.0  F184       1204
  23.20   50.0  2.0  F146        265
  23.20   50.0  2.0  F213       9695
  23.20   50.0  3.0  F062        493
  23.20   50.0  3.0  F087        821
  23.20   50.0  3.0  F106        821
  23.20   50.0  3.0  F129        812
  23.20   50.0  3.0  F158        803
  23.20   50.0  3.0  F184       1460
  23.20   50.0  3.0  F146        320
  23.20   50.0  3.0  F213       9950
  23.30    5.0  1.4  F062         28
  23.30    5.0  1.4  F087         37
  23.30    5.0  1.4  F106         37
  23.30    5.0  1.4  F129         37
  23.30    5.0  1.4  F158         37
  23.30    5.0  1.4  F184         55
  23.30    5.0  1.4  F146         19
  23.30    5.0  1.4  F213        128
  23.30    5.0  2.0  F062         28
  23.30    5.0  2.0  F087         37
  23.30    5.0  2.0  F106         37
  23.30    5.0  2.0  F129         37
  23.30    5.0  2.0  F158         37
  23.30    5.0  2.0  F184         55
  23.30    5.0  2.0  F146         19
  23.30    5.0  2.0  F213        128
  23.30    5.0  3.0  F062         28
  23.30    5.0  3.0  F087         37
  23.30    5.0  3.0  F106         37
  23.30    5.0  3.0  F129         37
  23.30    5.0  3.0  F158         37
  23.30    5.0  3.0  F184         55
  23.30    5.0  3.0  F146         19
  23.30    5.0  3.0  F213        128
  23.30   10.0  1.4  F062         55
  23.30   10.0  1.4  F087         73
  23.30   10.0  1.4  F106         64
  23.30   10.0  1.4  F129         73
  23.30   10.0  1.4  F158         73
  23.30   10.0  1.4  F184        101
  23.30   10.0  1.4  F146         28
  23.30   10.0  1.4  F213        466
  23.30   10.0  2.0  F062         55
  23.30   10.0  2.0  F087         73
  23.30   10.0  2.0  F106         73
  23.30   10.0  2.0  F129         73
  23.30   10.0  2.0  F158         73
  23.30   10.0  2.0  F184        110
  23.30   10.0  2.0  F146         28
  23.30   10.0  2.0  F213        466
  23.30   10.0  3.0  F062         55
  23.30   10.0  3.0  F087         73
  23.30   10.0  3.0  F106         73
  23.30   10.0  3.0  F129         73
  23.30   10.0  3.0  F158         73
  23.30   10.0  3.0  F184        119
  23.30   10.0  3.0  F146         37
  23.30   10.0  3.0  F213        484
  23.30   15.0  1.4  F062         83
  23.30   15.0  1.4  F087        110
  23.30   15.0  1.4  F106        101
  23.30   15.0  1.4  F129        101
  23.30   15.0  1.4  F158        101
  23.30   15.0  1.4  F184        165
  23.30   15.0  1.4  F146         46
  23.30   15.0  1.4  F213       1031
  23.30   15.0  2.0  F062         83
  23.30   15.0  2.0  F087        110
  23.30   15.0  2.0  F106        110
  23.30   15.0  2.0  F129        110
  23.30   15.0  2.0  F158        110
  23.30   15.0  2.0  F184        174
  23.30   15.0  2.0  F146         46
  23.30   15.0  2.0  F213       1049
  23.30   15.0  3.0  F062         92
  23.30   15.0  3.0  F087        128
  23.30   15.0  3.0  F106        119
  23.30   15.0  3.0  F129        119
  23.30   15.0  3.0  F158        119
  23.30   15.0  3.0  F184        201
  23.30   15.0  3.0  F146         55
  23.30   15.0  3.0  F213       1077
  23.30   20.0  1.4  F062        110
  23.30   20.0  1.4  F087        146
  23.30   20.0  1.4  F106        146
  23.30   20.0  1.4  F129        146
  23.30   20.0  1.4  F158        146
  23.30   20.0  1.4  F184        247
  23.30   20.0  1.4  F146         64
  23.30   20.0  1.4  F213       1834
  23.30   20.0  2.0  F062        110
  23.30   20.0  2.0  F087        165
  23.30   20.0  2.0  F106        156
  23.30   20.0  2.0  F129        156
  23.30   20.0  2.0  F158        156
  23.30   20.0  2.0  F184        274
  23.30   20.0  2.0  F146         64
  23.30   20.0  2.0  F213       1861
  23.30   20.0  3.0  F062        128
  23.30   20.0  3.0  F087        192
  23.30   20.0  3.0  F106        183
  23.30   20.0  3.0  F129        183
  23.30   20.0  3.0  F158        183
  23.30   20.0  3.0  F184        311
  23.30   20.0  3.0  F146         73
  23.30   20.0  3.0  F213       1907
  23.30   50.0  1.4  F062        384
  23.30   50.0  1.4  F087        621
  23.30   50.0  1.4  F106        612
  23.30   50.0  1.4  F129        602
  23.30   50.0  1.4  F158        612
  23.30   50.0  1.4  F184       1241
  23.30   50.0  1.4  F146        265
  23.30   50.0  1.4  F213      11455
  23.30   50.0  2.0  F062        456
  23.30   50.0  2.0  F087        748
  23.30   50.0  2.0  F106        739
  23.30   50.0  2.0  F129        739
  23.30   50.0  2.0  F158        730
  23.30   50.0  2.0  F184       1423
  23.30   50.0  2.0  F146        311
  23.30   50.0  2.0  F213      11638
  23.30   50.0  3.0  F062        566
  23.30   50.0  3.0  F087        967
  23.30   50.0  3.0  F106        967
  23.30   50.0  3.0  F129        958
  23.30   50.0  3.0  F158        940
  23.30   50.0  3.0  F184       1724
  23.30   50.0  3.0  F146        384
  23.30   50.0  3.0  F213      11939
  23.40    5.0  1.4  F062         37
  23.40    5.0  1.4  F087         46
  23.40    5.0  1.4  F106         37
  23.40    5.0  1.4  F129         37
  23.40    5.0  1.4  F158         37
  23.40    5.0  1.4  F184         55
  23.40    5.0  1.4  F146         19
  23.40    5.0  1.4  F213        146
  23.40    5.0  2.0  F062         37
  23.40    5.0  2.0  F087         46
  23.40    5.0  2.0  F106         37
  23.40    5.0  2.0  F129         46
  23.40    5.0  2.0  F158         46
  23.40    5.0  2.0  F184         64
  23.40    5.0  2.0  F146         19
  23.40    5.0  2.0  F213        146
  23.40    5.0  3.0  F062         37
  23.40    5.0  3.0  F087         46
  23.40    5.0  3.0  F106         46
  23.40    5.0  3.0  F129         46
  23.40    5.0  3.0  F158         46
  23.40    5.0  3.0  F184         64
  23.40    5.0  3.0  F146         19
  23.40    5.0  3.0  F213        146
  23.40   10.0  1.4  F062         55
  23.40   10.0  1.4  F087         73
  23.40   10.0  1.4  F106         73
  23.40   10.0  1.4  F129         73
  23.40   10.0  1.4  F158         73
  23.40   10.0  1.4  F184        119
  23.40   10.0  1.4  F146         37
  23.40   10.0  1.4  F213        557
  23.40   10.0  2.0  F062         55
  23.40   10.0  2.0  F087         83
  23.40   10.0  2.0  F106         73
  23.40   10.0  2.0  F129         83
  23.40   10.0  2.0  F158         83
  23.40   10.0  2.0  F184        119
  23.40   10.0  2.0  F146         37
  23.40   10.0  2.0  F213        557
  23.40   10.0  3.0  F062         64
  23.40   10.0  3.0  F087         83
  23.40   10.0  3.0  F106         83
