Mag_AB	SNR	zodi	Filt	time
  24.30   20.0  3.0  F129        876
  24.30   20.0  3.0  F158        858
  24.30   20.0  3.0  F184       1596
  24.30   20.0  3.0  F146        356
  24.30   20.0  3.0  F213      11902
  24.30   50.0  1.4  F062       1742
  24.30   50.0  1.4  F087       3028
  24.30   50.0  1.4  F106       3010
  24.30   50.0  1.4  F129       3001
  24.30   50.0  1.4  F158       3047
  24.30   50.0  1.4  F184       6749
  24.30   50.0  1.4  F146       1414
  24.30   50.0  1.4  F213      71337
  24.30   50.0  2.0  F062       2208
  24.30   50.0  2.0  F087       3895
  24.30   50.0  2.0  F106       3904
  24.30   50.0  2.0  F129       3876
  24.30   50.0  2.0  F158       3858
  24.30   50.0  2.0  F184       7908
  24.30   50.0  2.0  F146       1706
  24.30   50.0  2.0  F213      72468
  24.30   50.0  3.0  F062       2992
  24.30   50.0  3.0  F087       5345
  24.30   50.0  3.0  F106       5390
  24.30   50.0  3.0  F129       5345
  24.30   50.0  3.0  F158       5226
  24.30   50.0  3.0  F184       9850
  24.30   50.0  3.0  F146       2180
  24.30   50.0  3.0  F213      74365
  24.40    5.0  1.4  F062         73
  24.40    5.0  1.4  F087         92
  24.40    5.0  1.4  F106         92
  24.40    5.0  1.4  F129         92
  24.40    5.0  1.4  F158         92
  24.40    5.0  1.4  F184        146
  24.40    5.0  1.4  F146         37
  24.40    5.0  1.4  F213        858
  24.40    5.0  2.0  F062         73
  24.40    5.0  2.0  F087        101
  24.40    5.0  2.0  F106         92
  24.40    5.0  2.0  F129         92
  24.40    5.0  2.0  F158         92
  24.40    5.0  2.0  F184        156
  24.40    5.0  2.0  F146         46
  24.40    5.0  2.0  F213        876
  24.40    5.0  3.0  F062         73
  24.40    5.0  3.0  F087        110
  24.40    5.0  3.0  F106        110
  24.40    5.0  3.0  F129        110
  24.40    5.0  3.0  F158        101
  24.40    5.0  3.0  F184        165
  24.40    5.0  3.0  F146         46
  24.40    5.0  3.0  F213        894
  24.40   10.0  1.4  F062        137
  24.40   10.0  1.4  F087        201
  24.40   10.0  1.4  F106        201
  24.40   10.0  1.4  F129        201
  24.40   10.0  1.4  F158        201
  24.40   10.0  1.4  F184        374
  24.40   10.0  1.4  F146         92
  24.40   10.0  1.4  F213       3430
  24.40   10.0  2.0  F062        156
  24.40   10.0  2.0  F087        238
  24.40   10.0  2.0  F106        228
  24.40   10.0  2.0  F129        228
  24.40   10.0  2.0  F158        228
  24.40   10.0  2.0  F184        420
  24.40   10.0  2.0  F146        101
  24.40   10.0  2.0  F213       3484
  24.40   10.0  3.0  F062        183
  24.40   10.0  3.0  F087        292
  24.40   10.0  3.0  F106        292
  24.40   10.0  3.0  F129        283
  24.40   10.0  3.0  F158        283
  24.40   10.0  3.0  F184        502
  24.40   10.0  3.0  F146        119
  24.40   10.0  3.0  F213       3576
  24.40   15.0  1.4  F062        238
  24.40   15.0  1.4  F087        374
  24.40   15.0  1.4  F106        374
  24.40   15.0  1.4  F129        374
  24.40   15.0  1.4  F158        374
  24.40   15.0  1.4  F184        767
  24.40   15.0  1.4  F146        165
  24.40   15.0  1.4  F213       7716
  24.40   15.0  2.0  F062        274
  24.40   15.0  2.0  F087        456
  24.40   15.0  2.0  F106        456
  24.40   15.0  2.0  F129        456
  24.40   15.0  2.0  F158        447
  24.40   15.0  2.0  F184        885
  24.40   15.0  2.0  F146        192
  24.40   15.0  2.0  F213       7835
  24.40   15.0  3.0  F062        347
  24.40   15.0  3.0  F087        602
  24.40   15.0  3.0  F106        602
  24.40   15.0  3.0  F129        602
  24.40   15.0  3.0  F158        584
  24.40   15.0  3.0  F184       1086
  24.40   15.0  3.0  F146        247
  24.40   15.0  3.0  F213       8044
  24.40   20.0  1.4  F062        374
  24.40   20.0  1.4  F087        621
  24.40   20.0  1.4  F106        612
  24.40   20.0  1.4  F129        612
  24.40   20.0  1.4  F158        621
  24.40   20.0  1.4  F184       1323
  24.40   20.0  1.4  F146        283
  24.40   20.0  1.4  F213      13708
  24.40   20.0  2.0  F062        456
  24.40   20.0  2.0  F087        776
  24.40   20.0  2.0  F106        776
  24.40   20.0  2.0  F129        767
  24.40   20.0  2.0  F158        767
  24.40   20.0  2.0  F184       1542
  24.40   20.0  2.0  F146        329
  24.40   20.0  2.0  F213      13927
  24.40   20.0  3.0  F062        593
  24.40   20.0  3.0  F087       1040
  24.40   20.0  3.0  F106       1049
  24.40   20.0  3.0  F129       1040
  24.40   20.0  3.0  F158       1022
  24.40   20.0  3.0  F184       1907
  24.40   20.0  3.0  F146        420
  24.40   20.0  3.0  F213      14292
  24.40   50.0  1.4  F062       2052
  24.40   50.0  1.4  F087       3585
  24.40   50.0  1.4  F106       3576
  24.40   50.0  1.4  F129       3548
  24.40   50.0  1.4  F158       3612
  24.40   50.0  1.4  F184       8044
  24.40   50.0  1.4  F146       1688
  24.40   50.0  1.4  F213      85701
  24.40   50.0  2.0  F062       2609
  24.40   50.0  2.0  F087       4624
  24.40   50.0  2.0  F106       4643
  24.40   50.0  2.0  F129       4615
  24.40   50.0  2.0  F158       4597
  24.40   50.0  2.0  F184       9440
  24.40   50.0  2.0  F146       2034
  24.40   50.0  2.0  F213      87069
  24.40   50.0  3.0  F062       3557
  24.40   50.0  3.0  F087       6375
  24.40   50.0  3.0  F106       6430
  24.40   50.0  3.0  F129       6384
  24.40   50.0  3.0  F158       6239
  24.40   50.0  3.0  F184      11784
  24.40   50.0  3.0  F146       2609
  24.40   50.0  3.0  F213      89349
  24.50    5.0  1.4  F062         73
  24.50    5.0  1.4  F087        101
  24.50    5.0  1.4  F106        101
  24.50    5.0  1.4  F129        101
  24.50    5.0  1.4  F158        101
  24.50    5.0  1.4  F184        156
  24.50    5.0  1.4  F146         46
  24.50    5.0  1.4  F213       1031
  24.50    5.0  2.0  F062         83
  24.50    5.0  2.0  F087        110
  24.50    5.0  2.0  F106        110
  24.50    5.0  2.0  F129        110
  24.50    5.0  2.0  F158        110
  24.50    5.0  2.0  F184        174
  24.50    5.0  2.0  F146         46
  24.50    5.0  2.0  F213       1049
  24.50    5.0  3.0  F062         83
  24.50    5.0  3.0  F087        119
  24.50    5.0  3.0  F106        119
  24.50    5.0  3.0  F129        119
  24.50    5.0  3.0  F158        119
  24.50    5.0  3.0  F184        192
  24.50    5.0  3.0  F146         46
  24.50    5.0  3.0  F213       1077
  24.50   10.0  1.4  F062        156
  24.50   10.0  1.4  F087        228
  24.50   10.0  1.4  F106        228
  24.50   10.0  1.4  F129        228
  24.50   10.0  1.4  F158        228
  24.50   10.0  1.4  F184        438
  24.50   10.0  1.4  F146        101
  24.50   10.0  1.4  F213       4123
  24.50   10.0  2.0  F062        174
  24.50   10.0  2.0  F087        265
  24.50   10.0  2.0  F106        265
  24.50   10.0  2.0  F129        265
  24.50   10.0  2.0  F158        265
  24.50   10.0  2.0  F184        493
  24.50   10.0  2.0  F146        110
  24.50   10.0  2.0  F213       4187
  24.50   10.0  3.0  F062        210
  24.50   10.0  3.0  F087        338
  24.50   10.0  3.0  F106        338
  24.50   10.0  3.0  F129        338
  24.50   10.0  3.0  F158        329
  24.50   10.0  3.0  F184        593
  24.50   10.0  3.0  F146        137
  24.50   10.0  3.0  F213       4296
  24.50   15.0  1.4  F062        274
  24.50   15.0  1.4  F087        429
  24.50   15.0  1.4  F106        429
  24.50   15.0  1.4  F129        429
  24.50   15.0  1.4  F158        438
  24.50   15.0  1.4  F184        903
  24.50   15.0  1.4  F146        192
  24.50   15.0  1.4  F213       9266
  24.50   15.0  2.0  F062        320
  24.50   15.0  2.0  F087        529
  24.50   15.0  2.0  F106        529
  24.50   15.0  2.0  F129        529
  24.50   15.0  2.0  F158        529
  24.50   15.0  2.0  F184       1049
  24.50   15.0  2.0  F146        228
  24.50   15.0  2.0  F213       9412
  24.50   15.0  3.0  F062        411
  24.50   15.0  3.0  F087        712
  24.50   15.0  3.0  F106        712
  24.50   15.0  3.0  F129        712
  24.50   15.0  3.0  F158        694
  24.50   15.0  3.0  F184       1296
  24.50   15.0  3.0  F146        283
  24.50   15.0  3.0  F213       9659
  24.50   20.0  1.4  F062        429
  24.50   20.0  1.4  F087        721
  24.50   20.0  1.4  F106        721
  24.50   20.0  1.4  F129        712
  24.50   20.0  1.4  F158        730
  24.50   20.0  1.4  F184       1569
  24.50   20.0  1.4  F146        329
  24.50   20.0  1.4  F213      16471
  24.50   20.0  2.0  F062        529
  24.50   20.0  2.0  F087        912
  24.50   20.0  2.0  F106        912
  24.50   20.0  2.0  F129        903
  24.50   20.0  2.0  F158        903
  24.50   20.0  2.0  F184       1834
  24.50   20.0  2.0  F146        393
  24.50   20.0  2.0  F213      16736
  24.50   20.0  3.0  F062        703
  24.50   20.0  3.0  F087       1241
  24.50   20.0  3.0  F106       1250
  24.50   20.0  3.0  F129       1241
  24.50   20.0  3.0  F158       1213
  24.50   20.0  3.0  F184       2280
  24.50   20.0  3.0  F146        502
  24.50   20.0  3.0  F213      17173
  24.50   50.0  1.4  F062       2417
  24.50   50.0  1.4  F087       4250
  24.50   50.0  1.4  F106       4241
  24.50   50.0  1.4  F129       4214
  24.50   50.0  1.4  F158       4287
  24.50   50.0  1.4  F184       9595
  24.50   50.0  1.4  F146       2016
  24.50   50.0  1.4  F213     102956
  24.50   50.0  2.0  F062       3092
  24.50   50.0  2.0  F087       5509
  24.50   50.0  2.0  F106       5527
  24.50   50.0  2.0  F129       5491
  24.50   50.0  2.0  F158       5472
  24.50   50.0  2.0  F184      11273
  24.50   50.0  2.0  F146       2426
  24.50   50.0  2.0  F213     104607
  24.50   50.0  3.0  F062       4232
  24.50   50.0  3.0  F087       7616
  24.50   50.0  3.0  F106       7680
  24.50   50.0  3.0  F129       7625
  24.50   50.0  3.0  F158       7461
  24.50   50.0  3.0  F184      14091
  24.50   50.0  3.0  F146       3120
  24.50   50.0  3.0  F213     107343
  24.60    5.0  1.4  F062         83
  24.60    5.0  1.4  F087        110
  24.60    5.0  1.4  F106        110
  24.60    5.0  1.4  F129        110
  24.60    5.0  1.4  F158        110
  24.60    5.0  1.4  F184        183
  24.60    5.0  1.4  F146         46
  24.60    5.0  1.4  F213       1241
  24.60    5.0  2.0  F062         83
  24.60    5.0  2.0  F087        119
  24.60    5.0  2.0  F106        119
  24.60    5.0  2.0  F129        119
  24.60    5.0  2.0  F158        119
  24.60    5.0  2.0  F184        192
  24.60    5.0  2.0  F146         55
  24.60    5.0  2.0  F213       1259
  24.60    5.0  3.0  F062         92
  24.60    5.0  3.0  F087        137
  24.60    5.0  3.0  F106        128
  24.60    5.0  3.0  F129        128
  24.60    5.0  3.0  F158        128
  24.60    5.0  3.0  F184        219
  24.60    5.0  3.0  F146         55
  24.60    5.0  3.0  F213       1286
  24.60   10.0  1.4  F062        174
  24.60   10.0  1.4  F087        265
  24.60   10.0  1.4  F106        256
  24.60   10.0  1.4  F129        256
  24.60   10.0  1.4  F158        265
  24.60   10.0  1.4  F184        511
  24.60   10.0  1.4  F146        119
  24.60   10.0  1.4  F213       4953
  24.60   10.0  2.0  F062        192
  24.60   10.0  2.0  F087        311
  24.60   10.0  2.0  F106        311
  24.60   10.0  2.0  F129        301
  24.60   10.0  2.0  F158        301
  24.60   10.0  2.0  F184        584
  24.60   10.0  2.0  F146        128
  24.60   10.0  2.0  F213       5026
  24.60   10.0  3.0  F062        238
  24.60   10.0  3.0  F087        393
  24.60   10.0  3.0  F106        393
  24.60   10.0  3.0  F129        393
  24.60   10.0  3.0  F158        384
  24.60   10.0  3.0  F184        703
  24.60   10.0  3.0  F146        156
  24.60   10.0  3.0  F213       5162
  24.60   15.0  1.4  F062        311
  24.60   15.0  1.4  F087        502
  24.60   15.0  1.4  F106        502
  24.60   15.0  1.4  F129        502
  24.60   15.0  1.4  F158        502
  24.60   15.0  1.4  F184       1077
  24.60   15.0  1.4  F146        228
  24.60   15.0  1.4  F213      11136
  24.60   15.0  2.0  F062        374
  24.60   15.0  2.0  F087        630
  24.60   15.0  2.0  F106        630
  24.60   15.0  2.0  F129        621
  24.60   15.0  2.0  F158        621
  24.60   15.0  2.0  F184       1250
  24.60   15.0  2.0  F146        274
  24.60   15.0  2.0  F213      11309
  24.60   15.0  3.0  F062        484
  24.60   15.0  3.0  F087        840
  24.60   15.0  3.0  F106        849
  24.60   15.0  3.0  F129        840
  24.60   15.0  3.0  F158        821
  24.60   15.0  3.0  F184       1542
  24.60   15.0  3.0  F146        338
  24.60   15.0  3.0  F213      11610
  24.60   20.0  1.4  F062        502
  24.60   20.0  1.4  F087        849
  24.60   20.0  1.4  F106        840
  24.60   20.0  1.4  F129        840
  24.60   20.0  1.4  F158        858
  24.60   20.0  1.4  F184       1870
  24.60   20.0  1.4  F146        393
  24.60   20.0  1.4  F213      19791
  24.60   20.0  2.0  F062        621
  24.60   20.0  2.0  F087       1077
  24.60   20.0  2.0  F106       1077
  24.60   20.0  2.0  F129       1077
  24.60   20.0  2.0  F158       1068
  24.60   20.0  2.0  F184       2189
  24.60   20.0  2.0  F146        475
  24.60   20.0  2.0  F213      20110
  24.60   20.0  3.0  F062        830
  24.60   20.0  3.0  F087       1478
  24.60   20.0  3.0  F106       1487
  24.60   20.0  3.0  F129       1478
  24.60   20.0  3.0  F158       1441
  24.60   20.0  3.0  F184       2718
  24.60   20.0  3.0  F146        602
  24.60   20.0  3.0  F213      20639
  24.60   50.0  1.4  F062       2855
  24.60   50.0  1.4  F087       5044
  24.60   50.0  1.4  F106       5035
  24.60   50.0  1.4  F129       5007
  24.60   50.0  1.4  F158       5099
  24.60   50.0  1.4  F184      11446
  24.60   50.0  1.4  F146       2399
  24.60   50.0  1.4  F213     123704
  24.60   50.0  2.0  F062       3676
  24.60   50.0  2.0  F087       6558
  24.60   50.0  2.0  F106       6585
  24.60   50.0  2.0  F129       6549
  24.60   50.0  2.0  F158       6521
  24.60   50.0  2.0  F184      13471
  24.60   50.0  2.0  F146       2901
  24.60   50.0  2.0  F213     125683
  24.60   50.0  3.0  F062       5044
  24.60   50.0  3.0  F087       9093
  24.60   50.0  3.0  F106       9175
  24.60   50.0  3.0  F129       9111
  24.60   50.0  3.0  F158       8911
  24.60   50.0  3.0  F184      16854
  24.60   50.0  3.0  F146       3731
  24.60   50.0  3.0  F213     128976
  24.70    5.0  1.4  F062         92
  24.70    5.0  1.4  F087        119
  24.70    5.0  1.4  F106        119
  24.70    5.0  1.4  F129        119
  24.70    5.0  1.4  F158        119
  24.70    5.0  1.4  F184        201
  24.70    5.0  1.4  F146         55
  24.70    5.0  1.4  F213       1487
  24.70    5.0  2.0  F062         92
  24.70    5.0  2.0  F087        128
  24.70    5.0  2.0  F106        128
  24.70    5.0  2.0  F129        128
  24.70    5.0  2.0  F158        128
  24.70    5.0  2.0  F184        219
  24.70    5.0  2.0  F146         55
  24.70    5.0  2.0  F213       1514
  24.70    5.0  3.0  F062        101
  24.70    5.0  3.0  F087        156
  24.70    5.0  3.0  F106        146
  24.70    5.0  3.0  F129        146
  24.70    5.0  3.0  F158        146
  24.70    5.0  3.0  F184        247
  24.70    5.0  3.0  F146         64
  24.70    5.0  3.0  F213       1551
  24.70   10.0  1.4  F062        192
  24.70   10.0  1.4  F087        301
  24.70   10.0  1.4  F106        292
  24.70   10.0  1.4  F129        292
  24.70   10.0  1.4  F158        301
  24.70   10.0  1.4  F184        593
  24.70   10.0  1.4  F146        137
  24.70   10.0  1.4  F213       5947
  24.70   10.0  2.0  F062        219
  24.70   10.0  2.0  F087        356
  24.70   10.0  2.0  F106        356
  24.70   10.0  2.0  F129        356
  24.70   10.0  2.0  F158        356
  24.70   10.0  2.0  F184        684
  24.70   10.0  2.0  F146        156
  24.70   10.0  2.0  F213       6038
  24.70   10.0  3.0  F062        274
  24.70   10.0  3.0  F087        466
  24.70   10.0  3.0  F106        466
  24.70   10.0  3.0  F129        466
  24.70   10.0  3.0  F158        456
  24.70   10.0  3.0  F184        840
  24.70   10.0  3.0  F146        192
  24.70   10.0  3.0  F213       6202
  24.70   15.0  1.4  F062        356
  24.70   15.0  1.4  F087        584
  24.70   15.0  1.4  F106        584
  24.70   15.0  1.4  F129        584
  24.70   15.0  1.4  F158        593
  24.70   15.0  1.4  F184       1268
  24.70   15.0  1.4  F146        274
  24.70   15.0  1.4  F213      13380
  24.70   15.0  2.0  F062        429
  24.70   15.0  2.0  F087        739
  24.70   15.0  2.0  F106        739
  24.70   15.0  2.0  F129        739
  24.70   15.0  2.0  F158        730
  24.70   15.0  2.0  F184       1487
  24.70   15.0  2.0  F146        320
  24.70   15.0  2.0  F213      13589
  24.70   15.0  3.0  F062        566
  24.70   15.0  3.0  F087       1004
  24.70   15.0  3.0  F106       1004
  24.70   15.0  3.0  F129       1004
  24.70   15.0  3.0  F158        976
  24.70   15.0  3.0  F184       1843
  24.70   15.0  3.0  F146        411
  24.70   15.0  3.0  F213      13945
  24.70   20.0  1.4  F062        584
  24.70   20.0  1.4  F087       1004
  24.70   20.0  1.4  F106        995
  24.70   20.0  1.4  F129        995
  24.70   20.0  1.4  F158       1004
  24.70   20.0  1.4  F184       2226
  24.70   20.0  1.4  F146        466
  24.70   20.0  1.4  F213      23785
  24.70   20.0  2.0  F062        730
  24.70   20.0  2.0  F087       1277
  24.70   20.0  2.0  F106       1286
  24.70   20.0  2.0  F129       1277
  24.70   20.0  2.0  F158       1277
  24.70   20.0  2.0  F184       2609
  24.70   20.0  2.0  F146        557
  24.70   20.0  2.0  F213      24159
  24.70   20.0  3.0  F062        985
  24.70   20.0  3.0  F087       1761
  24.70   20.0  3.0  F106       1770
  24.70   20.0  3.0  F129       1761
  24.70   20.0  3.0  F158       1724
  24.70   20.0  3.0  F184       3247
  24.70   20.0  3.0  F146        721
  24.70   20.0  3.0  F213      24798
  24.70   50.0  1.4  F062       3384
  24.70   50.0  1.4  F087       6001
  24.70   50.0  1.4  F106       5992
  24.70   50.0  1.4  F129       5965
  24.70   50.0  1.4  F158       6065
  24.70   50.0  1.4  F184      13671
  24.70   50.0  1.4  F146       2864
  24.70   50.0  1.4  F213     148638
  24.70   50.0  2.0  F062       4369
  24.70   50.0  2.0  F087       7825
  24.70   50.0  2.0  F106       7853
  24.70   50.0  2.0  F129       7807
  24.70   50.0  2.0  F158       7789
  24.70   50.0  2.0  F184      16116
  24.70   50.0  2.0  F146       3466
  24.70   50.0  2.0  F213     151019
  24.70   50.0  3.0  F062       6020
  24.70   50.0  3.0  F087      10862
  24.70   50.0  3.0  F106      10972
  24.70   50.0  3.0  F129      10890
  24.70   50.0  3.0  F158      10653
  24.70   50.0  3.0  F184      20183
  24.70   50.0  3.0  F146       4469
  24.70   50.0  3.0  F213     154977
  24.80    5.0  1.4  F062        101
  24.80    5.0  1.4  F087        137
  24.80    5.0  1.4  F106        128
  24.80    5.0  1.4  F129        128
  24.80    5.0  1.4  F158        137
  24.80    5.0  1.4  F184        228
  24.80    5.0  1.4  F146         55
  24.80    5.0  1.4  F213       1788
  24.80    5.0  2.0  F062        101
  24.80    5.0  2.0  F087        146
  24.80    5.0  2.0  F106        146
  24.80    5.0  2.0  F129        146
  24.80    5.0  2.0  F158        146
  24.80    5.0  2.0  F184        247
  24.80    5.0  2.0  F146         64
  24.80    5.0  2.0  F213       1815
  24.80    5.0  3.0  F062        119
  24.80    5.0  3.0  F087        174
  24.80    5.0  3.0  F106        174
  24.80    5.0  3.0  F129        174
  24.80    5.0  3.0  F158        165
  24.80    5.0  3.0  F184        283
  24.80    5.0  3.0  F146         73
  24.80    5.0  3.0  F213       1861
  24.80   10.0  1.4  F062        219
  24.80   10.0  1.4  F087        347
  24.80   10.0  1.4  F106        338
  24.80   10.0  1.4  F129        338
  24.80   10.0  1.4  F158        347
  24.80   10.0  1.4  F184        703
  24.80   10.0  1.4  F146        156
  24.80   10.0  1.4  F213       7141
  24.80   10.0  2.0  F062        256
  24.80   10.0  2.0  F087        420
  24.80   10.0  2.0  F106        411
  24.80   10.0  2.0  F129        411
  24.80   10.0  2.0  F158        411
  24.80   10.0  2.0  F184        812
  24.80   10.0  2.0  F146        183
  24.80   10.0  2.0  F213       7260
  24.80   10.0  3.0  F062        320
  24.80   10.0  3.0  F087        548
  24.80   10.0  3.0  F106        548
  24.80   10.0  3.0  F129        548
  24.80   10.0  3.0  F158        539
  24.80   10.0  3.0  F184        995
  24.80   10.0  3.0  F146        219
  24.80   10.0  3.0  F213       7452
  24.80   15.0  1.4  F062        411
  24.80   15.0  1.4  F087        684
  24.80   15.0  1.4  F106        684
  24.80   15.0  1.4  F129        684
  24.80   15.0  1.4  F158        694
  24.80   15.0  1.4  F184       1514
  24.80   15.0  1.4  F146        320
  24.80   15.0  1.4  F213      16079
  24.80   15.0  2.0  F062        502
  24.80   15.0  2.0  F087        876
  24.80   15.0  2.0  F106        876
  24.80   15.0  2.0  F129        867
  24.80   15.0  2.0  F158        867
  24.80   15.0  2.0  F184       1770
  24.80   15.0  2.0  F146        384
  24.80   15.0  2.0  F213      16334
  24.80   15.0  3.0  F062        666
  24.80   15.0  3.0  F087       1195
  24.80   15.0  3.0  F106       1204
  24.80   15.0  3.0  F129       1195
  24.80   15.0  3.0  F158       1168
  24.80   15.0  3.0  F184       2198
  24.80   15.0  3.0  F146        484
  24.80   15.0  3.0  F213      16763
  24.80   20.0  1.4  F062        684
  24.80   20.0  1.4  F087       1177
  24.80   20.0  1.4  F106       1177
  24.80   20.0  1.4  F129       1177
  24.80   20.0  1.4  F158       1195
  24.80   20.0  1.4  F184       2645
  24.80   20.0  1.4  F146        557
  24.80   20.0  1.4  F213      28573
  24.80   20.0  2.0  F062        858
  24.80   20.0  2.0  F087       1524
  24.80   20.0  2.0  F106       1524
  24.80   20.0  2.0  F129       1514
  24.80   20.0  2.0  F158       1514
  24.80   20.0  2.0  F184       3110
  24.80   20.0  2.0  F146        666
  24.80   20.0  2.0  F213      29039
  24.80   20.0  3.0  F062       1168
  24.80   20.0  3.0  F087       2098
  24.80   20.0  3.0  F106       2116
  24.80   20.0  3.0  F129       2098
  24.80   20.0  3.0  F158       2052
  24.80   20.0  3.0  F184       3886
  24.80   20.0  3.0  F146        858
  24.80   20.0  3.0  F213      29796
  24.80   50.0  1.4  F062       4013
  24.80   50.0  1.4  F087       7141
  24.80   50.0  1.4  F106       7132
  24.80   50.0  1.4  F129       7096
  24.80   50.0  1.4  F158       7224
  24.80   50.0  1.4  F184      16344
  24.80   50.0  1.4  F146       3430
  24.80   50.0  1.4  F213     178607
  24.80   50.0  2.0  F062       5199
  24.80   50.0  2.0  F087       9330
  24.80   50.0  2.0  F106       9376
  24.80   50.0  2.0  F129       9321
  24.80   50.0  2.0  F158       9294
  24.80   50.0  2.0  F184      19271
  24.80   50.0  2.0  F146       4150
  24.80   50.0  2.0  F213     181470
  24.80   50.0  3.0  F062       7187
  24.80   50.0  3.0  F087      12996
  24.80   50.0  3.0  F106      13124
  24.80   50.0  3.0  F129      13024
  24.80   50.0  3.0  F158      12750
  24.80   50.0  3.0  F184      24168
  24.80   50.0  3.0  F146       5354
  24.80   50.0  3.0  F213     186231
  24.90    5.0  1.4  F062        110
  24.90    5.0  1.4  F087        146
  24.90    5.0  1.4  F106        146
  24.90    5.0  1.4  F129        146
  24.90    5.0  1.4  F158        146
  24.90    5.0  1.4  F184        256
  24.90    5.0  1.4  F146         64
  24.90    5.0  1.4  F213       2144
  24.90    5.0  2.0  F062        110
  24.90    5.0  2.0  F087        165
  24.90    5.0  2.0  F106        165
  24.90    5.0  2.0  F129        165
  24.90    5.0  2.0  F158        165
  24.90    5.0  2.0  F184        283
  24.90    5.0  2.0  F146         73
  24.90    5.0  2.0  F213       2180
  24.90    5.0  3.0  F062        128
  24.90    5.0  3.0  F087        192
  24.90    5.0  3.0  F106        192
  24.90    5.0  3.0  F129        192
  24.90    5.0  3.0  F158        192
  24.90    5.0  3.0  F184        329
  24.90    5.0  3.0  F146         83
  24.90    5.0  3.0  F213       2235
  24.90   10.0  1.4  F062        247
  24.90   10.0  1.4  F087        393
  24.90   10.0  1.4  F106        393
  24.90   10.0  1.4  F129        393
  24.90   10.0  1.4  F158        402
  24.90   10.0  1.4  F184        830
  24.90   10.0  1.4  F146        183
  24.90   10.0  1.4  F213       8582
  24.90   10.0  2.0  F062        292
  24.90   10.0  2.0  F087        484
  24.90   10.0  2.0  F106        484
  24.90   10.0  2.0  F129        484
  24.90   10.0  2.0  F158        484
  24.90   10.0  2.0  F184        958
  24.90   10.0  2.0  F146        210
  24.90   10.0  2.0  F213       8719
  24.90   10.0  3.0  F062        374
  24.90   10.0  3.0  F087        648
  24.90   10.0  3.0  F106        648
  24.90   10.0  3.0  F129        648
  24.90   10.0  3.0  F158        639
  24.90   10.0  3.0  F184       1186
  24.90   10.0  3.0  F146        265
  24.90   10.0  3.0  F213       8956
  24.90   15.0  1.4  F062        475
  24.90   15.0  1.4  F087        812
  24.90   15.0  1.4  F106        803
  24.90   15.0  1.4  F129        803
  24.90   15.0  1.4  F158        821
  24.90   15.0  1.4  F184       1797
  24.90   15.0  1.4  F146        384
  24.90   15.0  1.4  F213      19317
  24.90   15.0  2.0  F062        593
  24.90   15.0  2.0  F087       1031
  24.90   15.0  2.0  F106       1040
  24.90   15.0  2.0  F129       1031
  24.90   15.0  2.0  F158       1031
  24.90   15.0  2.0  F184       2107
  24.90   15.0  2.0  F146        456
  24.90   15.0  2.0  F213      19627
  24.90   15.0  3.0  F062        794
  24.90   15.0  3.0  F087       1423
  24.90   15.0  3.0  F106       1432
  24.90   15.0  3.0  F129       1423
  24.90   15.0  3.0  F158       1396
  24.90   15.0  3.0  F184       2627
  24.90   15.0  3.0  F146        584
  24.90   15.0  3.0  F213      20137
  24.90   20.0  1.4  F062        803
  24.90   20.0  1.4  F087       1396
  24.90   20.0  1.4  F106       1396
  24.90   20.0  1.4  F129       1387
  24.90   20.0  1.4  F158       1414
  24.90   20.0  1.4  F184       3156
  24.90   20.0  1.4  F146        666
  24.90   20.0  1.4  F213      34337
  24.90   20.0  2.0  F062       1022
  24.90   20.0  2.0  F087       1806
  24.90   20.0  2.0  F106       1815
  24.90   20.0  2.0  F129       1806
  24.90   20.0  2.0  F158       1806
  24.90   20.0  2.0  F184       3721
  24.90   20.0  2.0  F146        803
  24.90   20.0  2.0  F213      34894
  24.90   20.0  3.0  F062       1396
  24.90   20.0  3.0  F087       2508
  24.90   20.0  3.0  F106       2527
  24.90   20.0  3.0  F129       2508
  24.90   20.0  3.0  F158       2454
  24.90   20.0  3.0  F184       4652
  24.90   20.0  3.0  F146       1031
  24.90   20.0  3.0  F213      35806
  24.90   50.0  1.4  F062       4761
  24.90   50.0  1.4  F087       8500
  24.90   50.0  1.4  F106       8500
  24.90   50.0  1.4  F129       8455
  24.90   50.0  1.4  F158       8619
  24.90   50.0  1.4  F184      19536
  24.90   50.0  1.4  F146       4095
  24.90   50.0  1.4  F213     214631
  24.90   50.0  2.0  F062       6193
  24.90   50.0  2.0  F087      11136
  24.90   50.0  2.0  F106      11200
  24.90   50.0  2.0  F129      11127
  24.90   50.0  2.0  F158      11100
  24.90   50.0  2.0  F184      23065
  24.90   50.0  2.0  F146       4962
  24.90   50.0  2.0  F213     218069
  24.90   50.0  3.0  F062       8582
  24.90   50.0  3.0  F087      15541
  24.90   50.0  3.0  F106      15705
  24.90   50.0  3.0  F129      15596
  24.90   50.0  3.0  F158      15258
  24.90   50.0  3.0  F184      28947
  24.90   50.0  3.0  F146       6412
  24.90   50.0  3.0  F213     223796
  25.00    5.0  1.4  F062        119
  25.00    5.0  1.4  F087        165
  25.00    5.0  1.4  F106        165
  25.00    5.0  1.4  F129        165
  25.00    5.0  1.4  F158        165
  25.00    5.0  1.4  F184        292
  25.00    5.0  1.4  F146         73
  25.00    5.0  1.4  F213       2581
